qaid	message
spam.csv_2475	Mm i am on the way to railway
spam.csv_2476	i dnt wnt to tlk wid u
spam.csv_2477	I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.
spam.csv_2478	Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?
spam.csv_2479	Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007
spam.csv_2480	Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or ï¿½10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer
spam.csv_2481	K.:)do it at evening da:)urgent:)
spam.csv_2482	Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!
spam.csv_2483	Mm have some kanji dont eat anything heavy ok
spam.csv_2484	Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.
spam.csv_2485	Lol that's different. I don't go trying to find every real life photo you ever took.
spam.csv_2486	I dont thnk its a wrong calling between us
spam.csv_2487	K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.
spam.csv_2488	Aiyah e rain like quite big leh. If drizzling i can at least run home.
spam.csv_2489	I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
spam.csv_2490	Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.
spam.csv_2491	Greetings me, ! Consider yourself excused.
spam.csv_2492	No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.
spam.csv_2493	they released another Italian one today and it has a cosign option
spam.csv_2494	You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget
spam.csv_2495	WINNER! As a valued network customer you hvae been selected to receive a ï¿½900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM
spam.csv_2496	HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com
spam.csv_2497	Dai what this da.. Can i send my resume to this id.
spam.csv_2498	I know where the  &lt;#&gt;  is, I'll be there around 5
spam.csv_2499	Yup i've finished c ï¿½_ there...
spam.csv_2500	Remember to ask alex about his pizza
spam.csv_2501	No da..today also i forgot..
spam.csv_2502	Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry
spam.csv_2503	Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up
spam.csv_2504	Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*
spam.csv_2505	Congrats kano..whr s the treat maga?
spam.csv_2506	Who u talking about?
spam.csv_2507	Yup...
spam.csv_2508	Ok...
spam.csv_2509	U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...
spam.csv_2510	Yunny i'm walking in citylink now ï¿½_ faster come down... Me very hungry...
spam.csv_2511	Er yep sure. Props?
spam.csv_2512	Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc
spam.csv_2513	U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
spam.csv_2514	Ok ill send you with in  &lt;DECIMAL&gt;  ok.
spam.csv_2515	Bognor it is! Should be splendid at this time of year.
spam.csv_2516	Yes.i'm in office da:)
spam.csv_2517	Sorry, I'll call later
spam.csv_2518	Joy's father is John. Then John is the NAME of Joy's father. Mandan
spam.csv_2519	Ok. I only ask abt e movie. U wan ktv oso?
spam.csv_2520	Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
spam.csv_2521	Sorry, I'll call later
spam.csv_2522	Dunno lei... I might b eatin wif my frens... If ï¿½_ wan to eat then i wait 4 ï¿½_ lar
spam.csv_2523	Sorry, I'll call later
spam.csv_2524	FREE entry into our ï¿½250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
spam.csv_2525	Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...
spam.csv_2526	Do u noe how 2 send files between 2 computers?
spam.csv_2527	Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again
spam.csv_2528	jay says he'll put in  &lt;#&gt;
spam.csv_2529	Can you just come in for a sec? There's somebody here I want you to see
spam.csv_2530	So the sun is anti sleep medicine.
spam.csv_2531	What's happening with you. Have you gotten a job and have you begun registration for permanent residency
spam.csv_2532	Yup ok...
spam.csv_2533	Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.
spam.csv_2534	Ok enjoy . R u there in home.
spam.csv_2535	Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.
spam.csv_2536	You do what all you like
spam.csv_2537	That's y we haf to combine n c how lor...
spam.csv_2538	The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.
spam.csv_2539	Hmmm:)how many players selected?
spam.csv_2540	They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.
spam.csv_2541	I dont. Can you send it to me. Plus how's mode.
spam.csv_2542	Aiyo please ï¿½_ got time meh.
spam.csv_2543	Package all your programs well
spam.csv_2544	She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.
spam.csv_2545	So are you guys asking that i get that slippers again or its gone with last year
spam.csv_2546	Company is very good.environment is terrific and food is really nice:)
spam.csv_2547	Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk
spam.csv_2548	Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!
spam.csv_2549	Yup but not studying surfing lor. I'm in e lazy mode today.
spam.csv_2550	Please sen :)my kind advice :-)please come here and try:-)
spam.csv_2551	I'm done. C ï¿½_ there.
spam.csv_2552	Oh fine, I'll be by tonight
spam.csv_2553	ï¿½ï¿½ give me some time to walk there.
spam.csv_2554	I'll reach in ard 20 mins ok...
spam.csv_2555	FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)
spam.csv_2556	Fuck babe ... What happened to you ? How come you never came back?
spam.csv_2557	This message is brought to you by GMW Ltd. and is not connected to the
spam.csv_2558	Some friends want me to drive em someplace, probably take a while
spam.csv_2559	I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
spam.csv_2560	Are you still getting the goods.
spam.csv_2561	And maybe some pressies
spam.csv_2562	Yeah I am, so I'll leave maybe 7ish?
spam.csv_2563	K..k..i'm also fine:)when will you complete the course?
spam.csv_2564	Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '
spam.csv_2565	I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.
spam.csv_2566	You in your room? I need a few
spam.csv_2567	I dont want to hear anything
spam.csv_2568	Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..
spam.csv_2569	Ultimately tor motive tui achieve korli.
spam.csv_2570	From 5 to 2 only my work timing.
spam.csv_2571	ï¿½ï¿½_ and donï¿½ï¿½ï¿½t worry weï¿½ï¿½ï¿½ll have finished by march ï¿½ï¿½_ ish!
spam.csv_2572	The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel
spam.csv_2573	Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p
spam.csv_2574	Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
spam.csv_2575	Now thats going to ruin your thesis!
spam.csv_2576	In sch but neva mind u eat 1st lor..
spam.csv_2577	Hey whats up? U sleeping all morning?
spam.csv_2578	Erm. I thought the contract ran out the4th of october.
spam.csv_2579	I dunno until when... Lets go learn pilates...
spam.csv_2580	U are subscribed to the best Mobile Content Service in the UK for ï¿½3 per ten days until you send STOP to 83435. Helpline 08706091795.
spam.csv_2581	Yup i'm elaborating on the safety aspects and some other issues..
spam.csv_2582	3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs ï¿½1.50 each
spam.csv_2583	Goodmorning, today i am late for 1hr.
spam.csv_2584	Hi happy birthday. Hi hi hi hi hi hi hi
spam.csv_2585	I will be outside office take all from there
spam.csv_2586	If you don't respond imma assume you're still asleep and imma start calling n shit
spam.csv_2587	Aight, see you in a bit
spam.csv_2588	My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:)
spam.csv_2589	Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p
spam.csv_2590	Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.
spam.csv_2591	Still work going on:)it is very small house.
spam.csv_2592	My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?
spam.csv_2593	Tmr timin still da same wat cos i got lesson until 6...
spam.csv_2594	Thatï¿½ï¿½ï¿½s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!
spam.csv_2595	Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. ï¿½1.50 SP:Tyrone
spam.csv_2596	No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
spam.csv_2597	Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...
spam.csv_2598	Okie... Thanx...
spam.csv_2599	Gosh that , what a pain. Spose I better come then.
spam.csv_2600	As usual..iam fine, happy &amp; doing well..:)
spam.csv_2601	Okie
spam.csv_2602	So when you gonna get rimac access 
spam.csv_2603	"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\"""""
spam.csv_2604	You call times job today ok umma and ask them to speed up
spam.csv_2605	"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\"""""
spam.csv_2606	R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE
spam.csv_2607	:-) yeah! Lol. Luckily i didn't have a starring role like you!
spam.csv_2608	Hello madam how are you ?
spam.csv_2609	Awesome, text me when you're restocked
spam.csv_2610	As usual..iam fine, happy &amp; doing well..:)
spam.csv_2611	Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a ï¿½250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopï¿½1.50/week
spam.csv_2612	Yes. It's all innocent fun. O:-)
spam.csv_2613	Thanks for sending this mental ability question..
spam.csv_2614	Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.
spam.csv_2615	2marrow only. Wed at  &lt;#&gt;  to 2 aha.
spam.csv_2616	I went to ur hon lab but no one is there.
spam.csv_2617	I cant pick the phone right now. Pls send a message
spam.csv_2618	Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!
spam.csv_2619	<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min
spam.csv_2620	How come?
spam.csv_2621	Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?
spam.csv_2622	Ok lor...
spam.csv_2623	I'm coming home 4 dinner.
spam.csv_2624	S da..al r above  &lt;#&gt;
spam.csv_2625	"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only ï¿½1.50/wk."""
spam.csv_2626	Unni thank you dear for the recharge..Rakhesh
spam.csv_2627	I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that
spam.csv_2628	Haha... They cant what... At the most tmr forfeit... haha so how?
spam.csv_2629	Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!
spam.csv_2630	No way I'm going back there!
spam.csv_2631	URGENT! Your mobile No 077xxx WON a ï¿½2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm
spam.csv_2632	I WILL CAL YOU SIR. In meeting
spam.csv_2633	That's what I love to hear :V see you sundayish, then
spam.csv_2634	Sorry da thangam, very very sorry i am held up with prasad.
spam.csv_2635	Tiwary to rcb.battle between bang and kochi.
spam.csv_2636	Thank god they are in bed!
spam.csv_2637	No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear
spam.csv_2638	Am in gobi arts college
spam.csv_2639	Why she wants to talk to me
spam.csv_2640	Pandy joined 4w technologies today.he got job..
spam.csv_2641	You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a ï¿½500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18
spam.csv_2642	They can try! They can get lost, in fact. Tee hee
spam.csv_2643	Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
spam.csv_2644	My friends use to call the same.
spam.csv_2645	Sorry, I'll call later
spam.csv_2646	Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing
spam.csv_2647	It,,s a taxt massage....tie-pos argh ok! Lool!
spam.csv_2648	Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.
spam.csv_2649	You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management
spam.csv_2650	Do you like shaking your booty on the dance floor?
spam.csv_2651	Text me when you get off, don't call, my phones having problems
spam.csv_2652	No need for the drug anymore.
spam.csv_2653	Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..
spam.csv_2654	Its sarcasm.. .nt scarcasim
spam.csv_2655	Great! I have to run now so ttyl!
spam.csv_2656	Feel like trying kadeem again? :V
spam.csv_2657	Dai  &lt;#&gt;  naal eruku.
spam.csv_2658	Not yet chikku..wat abt u?
spam.csv_2659	Ok...
spam.csv_2660	Want to finally have lunch today?
spam.csv_2661	Do you know when dad will be back?
spam.csv_2662	Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?
spam.csv_2663	8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+
spam.csv_2664	He remains a bro amongst bros
spam.csv_2665	R u meeting da ge at nite tmr?
spam.csv_2666	* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.
spam.csv_2667	Why de. You looking good only:-)..
spam.csv_2668	Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp ï¿½1.50/msg
spam.csv_2669	we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
spam.csv_2670	Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.
spam.csv_2671	That's cool, I'll come by like  &lt;#&gt; ish
spam.csv_2672	Super msg da:)nalla timing.
spam.csv_2673	Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?
spam.csv_2674	I am 6 ft. We will be a good combination!
spam.csv_2675	I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!
spam.csv_2676	* Am on a train back from northampton so i'm afraid not!
spam.csv_2677	Where in abj are you serving. Are you staying with dad or alone.
spam.csv_2678	Was playng 9 doors game and gt racing on phone lol
spam.csv_2679	New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message
spam.csv_2680	Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.
spam.csv_2681	I'm on da bus going home...
spam.csv_2682	I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
spam.csv_2683	I'm okay. Chasing the dream. What's good. What are you doing next.
spam.csv_2684	Yupz... I've oredi booked slots 4 my weekends liao... 
spam.csv_2685	URGENT! We are trying to contact U. Todays draw shows that you have won a ï¿½800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only
spam.csv_2686	There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no
spam.csv_2687	Okie
spam.csv_2688	Yes I know the cheesy songs from frosty the snowman :)
spam.csv_2689	Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..
spam.csv_2690	sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p 
spam.csv_2691	Hey tmr meet at bugis 930 ?
spam.csv_2692	Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm
spam.csv_2693	All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?
spam.csv_2694	Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
spam.csv_2695	And whenever you and i see we can still hook up too.
spam.csv_2696	Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...
spam.csv_2697	Can you use foreign stamps for whatever you send them off for? 
spam.csv_2698	FROM 88066 LOST ï¿½12 HELP
spam.csv_2699	Oh baby of the house. How come you dont have any new pictures on facebook
spam.csv_2700	"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"""
spam.csv_2701	Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.
spam.csv_2702	Omw back to tampa from west palm, you hear what happened?
spam.csv_2703	Yup no more already... Thanx 4 printing n handing it up.
spam.csv_2704	FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!
spam.csv_2705	What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
spam.csv_2706	S now only i took tablets . Reaction morning only.
spam.csv_2707	Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
spam.csv_2708	Nah, I'm a perpetual DD
spam.csv_2709	Sorry de i went to shop.
spam.csv_2710	Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
spam.csv_2711	Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.
spam.csv_2712	Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath
spam.csv_2713	Nope i'm not drivin... I neva develop da photos lei...
spam.csv_2714	I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?
spam.csv_2715	Cool. I am  &lt;#&gt;  inches long. hope you like them big!
spam.csv_2716	House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?
spam.csv_2717	Okie.. Thanx..
spam.csv_2718	18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
spam.csv_2719	Go where n buy? Juz buy when we get there lar.
spam.csv_2720	Ok lor...
spam.csv_2721	I'm working technical support :)voice process.
spam.csv_2722	It's justbeen overa week since we broke up and already our brains are going to mush!
spam.csv_2723	Tunde, how are you doing. This is just wishing you a great day. Abiola.
spam.csv_2724	Nope... C ï¿½_ then...
spam.csv_2725	No. But we'll do medical missions to nigeria
spam.csv_2726	No i am not having not any movies in my laptop
spam.csv_2727	Whatsup there. Dont u want to sleep
spam.csv_2728	Urgent Please call 09066612661 from landline. ï¿½5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ï¿½ï¿½ï¿½
spam.csv_2729	Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or ï¿½1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR
spam.csv_2730	I havent lei.. Next mon can?
spam.csv_2731	Mm feeling sleepy. today itself i shall get that dear
spam.csv_2732	How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.
spam.csv_2733	Do ï¿½_ noe if ben is going?
spam.csv_2734	Can you do a mag meeting this avo at some point?
spam.csv_2735	I meant middle left or right?
spam.csv_2736	Really? I crashed out cuddled on my sofa.
spam.csv_2737	Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
spam.csv_2738	I sent you the prices and do you mean the  &lt;#&gt; g,
spam.csv_2739	Are you this much buzy
spam.csv_2740	Nothing. Can...
spam.csv_2741	I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
spam.csv_2742	No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
spam.csv_2743	But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.
spam.csv_2744	Tick, tick, tick ... Babe
spam.csv_2745	R ï¿½_ going 4 today's meeting?
spam.csv_2746	K da:)how many page you want?
spam.csv_2747	Ya had just now.onion roast.
spam.csv_2748	Send his number and give reply tomorrow morning for why you said that to him like that ok
spam.csv_2749	You said not now. No problem. When you can. Let me know.
spam.csv_2750	Ok but tell me half an hr b4 u come i need 2 prepare.
spam.csv_2751	Play w computer? Aiyah i tok 2 u lor?
spam.csv_2752	Sat right? Okay thanks... 
spam.csv_2753	Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with
spam.csv_2754	Ok Chinese food on its way. When I get fat you're paying for my lipo.
spam.csv_2755	We r outside already.
spam.csv_2756	Have a good trip. Watch out for . Remember when you get back we must decide about easter.
spam.csv_2757	Yo we are watching a movie on netflix
spam.csv_2758	What time. Iï¿½ï¿½ï¿½m out until prob 3 or so
spam.csv_2759	Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...
spam.csv_2760	I dont thnk its a wrong calling between us
spam.csv_2761	I am not sure about night menu. . . I know only about noon menu
spam.csv_2762	ARR birthday today:) i wish him to get more oscar.
spam.csv_2763	Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...
spam.csv_2764	Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!
spam.csv_2765	 and  picking them up from various points
spam.csv_2766	Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
spam.csv_2767	Wow v v impressed. Have funs shopping!
spam.csv_2768	I am on the way to ur home
spam.csv_2769	Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner
spam.csv_2770	No problem. Talk to you later
spam.csv_2771	Then ur sis how?
spam.csv_2772	Still in customer place
spam.csv_2773	How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
spam.csv_2774	Dude u knw also telugu..thts gud..k, gud nyt..
spam.csv_2775	We confirm eating at esplanade?
spam.csv_2776	Send me your id and password
spam.csv_2777	Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
spam.csv_2778	For ur chance to win a ï¿½250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.
spam.csv_2779	Well I might not come then...
spam.csv_2780	Long after I quit. I get on only like 5 minutes a day as it is.
spam.csv_2781	Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.
spam.csv_2782	Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
spam.csv_2783	Just arrived, see you in a couple days &lt;3
spam.csv_2784	K, wat s tht incident?
spam.csv_2785	Yeah get the unlimited
spam.csv_2786	cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
spam.csv_2787	Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?
spam.csv_2788	ï¿½ï¿½ got wat to buy tell us then ï¿½_ no need to come in again.
spam.csv_2789	When you are big..| God will bring success.
spam.csv_2790	Uï¿½Ûªve Bin Awarded ï¿½50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min ï¿½50-ï¿½500. OptOut 08718727870
spam.csv_2791	"ï¿½ï¿½_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""
ham"""
spam.csv_2792	Not from this campus. Are you in the library?
spam.csv_2793	The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow
spam.csv_2794	How will I creep on you now? ;_;
spam.csv_2795	Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
spam.csv_2796	If I get there before you after your ten billion calls and texts so help me god
spam.csv_2797	Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
spam.csv_2798	I've told him that i've returned it. That should i re order it.
spam.csv_2799	House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..
spam.csv_2800	Depends on where u going lor.
spam.csv_2801	And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*
spam.csv_2802	FreeMsg>FAV XMAS TONES!Reply REAL
spam.csv_2803	Lil fever:) now fine:)
spam.csv_2804	I think it's all still in my car
spam.csv_2805	Can a not?
spam.csv_2806	December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 
spam.csv_2807	Yes princess! I want to catch you with my big strong hands...
spam.csv_2808	Oh yeah I forgot. U can only take 2 out shopping at once.
spam.csv_2809	Mm so you asked me not to call radio
